,Region Code,Region,Year,Series,Percentage,Footnotes,Source,ISO,ISO_num
695,296,Kiribati,2020,Percentage of individuals using the internet,45.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KIR,296
696,296,Kiribati,2021,Percentage of individuals using the internet,53.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KIR,296
697,414,Kuwait,2000,Percentage of individuals using the internet,6.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KWT,414
698,414,Kuwait,2005,Percentage of individuals using the internet,25.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KWT,414
699,414,Kuwait,2010,Percentage of individuals using the internet,61.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KWT,414
700,414,Kuwait,2015,Percentage of individuals using the internet,82.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KWT,414
701,414,Kuwait,2019,Percentage of individuals using the internet,99.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KWT,414
702,414,Kuwait,2020,Percentage of individuals using the internet,99.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KWT,414
703,414,Kuwait,2021,Percentage of individuals using the internet,99.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KWT,414
704,417,Kyrgyzstan,2000,Percentage of individuals using the internet,1.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KGZ,417
705,417,Kyrgyzstan,2005,Percentage of individuals using the internet,10.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KGZ,417
706,417,Kyrgyzstan,2010,Percentage of individuals using the internet,16.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KGZ,417
707,417,Kyrgyzstan,2015,Percentage of individuals using the internet,30.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KGZ,417
708,417,Kyrgyzstan,2019,Percentage of individuals using the internet,64.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KGZ,417
709,417,Kyrgyzstan,2020,Percentage of individuals using the internet,72.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KGZ,417
710,417,Kyrgyzstan,2021,Percentage of individuals using the internet,77.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KGZ,417
711,418,Lao People's Dem. Rep.,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LAO,418
712,418,Lao People's Dem. Rep.,2005,Percentage of individuals using the internet,0.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LAO,418
713,418,Lao People's Dem. Rep.,2010,Percentage of individuals using the internet,7.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LAO,418
714,418,Lao People's Dem. Rep.,2015,Percentage of individuals using the internet,18.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LAO,418
715,418,Lao People's Dem. Rep.,2019,Percentage of individuals using the internet,47.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LAO,418
716,418,Lao People's Dem. Rep.,2020,Percentage of individuals using the internet,54.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LAO,418
717,418,Lao People's Dem. Rep.,2021,Percentage of individuals using the internet,62.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LAO,418
718,428,Latvia,2000,Percentage of individuals using the internet,6.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LVA,428
719,428,Latvia,2005,Percentage of individuals using the internet,46.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LVA,428
720,428,Latvia,2010,Percentage of individuals using the internet,68.4,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LVA,428
721,428,Latvia,2015,Percentage of individuals using the internet,79.2,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LVA,428
722,428,Latvia,2019,Percentage of individuals using the internet,86.1,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LVA,428
723,428,Latvia,2020,Percentage of individuals using the internet,88.9,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LVA,428
724,428,Latvia,2021,Percentage of individuals using the internet,91.2,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LVA,428
725,422,Lebanon,2000,Percentage of individuals using the internet,8.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBN,422
726,422,Lebanon,2005,Percentage of individuals using the internet,10.1,Estimate.;Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBN,422
727,422,Lebanon,2010,Percentage of individuals using the internet,43.7,Estimate.;Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBN,422
728,422,Lebanon,2015,Percentage of individuals using the internet,74.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBN,422
729,422,Lebanon,2019,Percentage of individuals using the internet,79.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBN,422
730,422,Lebanon,2020,Percentage of individuals using the internet,83.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBN,422
731,422,Lebanon,2021,Percentage of individuals using the internet,86.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBN,422
732,426,Lesotho,2000,Percentage of individuals using the internet,0.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LSO,426
733,426,Lesotho,2005,Percentage of individuals using the internet,2.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LSO,426
734,426,Lesotho,2010,Percentage of individuals using the internet,3.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LSO,426
735,426,Lesotho,2015,Percentage of individuals using the internet,25.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LSO,426
736,426,Lesotho,2019,Percentage of individuals using the internet,42.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LSO,426
737,426,Lesotho,2020,Percentage of individuals using the internet,42.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LSO,426
738,426,Lesotho,2021,Percentage of individuals using the internet,48.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LSO,426
739,430,Liberia,2000,Percentage of individuals using the internet,0.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBR,430
740,430,Liberia,2010,Percentage of individuals using the internet,2.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBR,430
741,430,Liberia,2015,Percentage of individuals using the internet,10.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBR,430
742,430,Liberia,2019,Percentage of individuals using the internet,23.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBR,430
743,430,Liberia,2020,Percentage of individuals using the internet,28.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBR,430
744,430,Liberia,2021,Percentage of individuals using the internet,33.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBR,430
745,434,Libya,2000,Percentage of individuals using the internet,0.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBY,434
746,434,Libya,2005,Percentage of individuals using the internet,3.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBY,434
747,434,Libya,2010,Percentage of individuals using the internet,14.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LBY,434
748,438,Liechtenstein,2000,Percentage of individuals using the internet,36.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LIE,438
749,438,Liechtenstein,2005,Percentage of individuals using the internet,63.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LIE,438
750,438,Liechtenstein,2010,Percentage of individuals using the internet,80.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LIE,438
751,438,Liechtenstein,2015,Percentage of individuals using the internet,96.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LIE,438
752,438,Liechtenstein,2019,Percentage of individuals using the internet,93.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LIE,438
753,438,Liechtenstein,2020,Percentage of individuals using the internet,94.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LIE,438
754,438,Liechtenstein,2021,Percentage of individuals using the internet,95.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LIE,438
755,440,Lithuania,2000,Percentage of individuals using the internet,6.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LTU,440
756,440,Lithuania,2005,Percentage of individuals using the internet,36.2,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LTU,440
757,440,Lithuania,2010,Percentage of individuals using the internet,62.1,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LTU,440
758,440,Lithuania,2015,Percentage of individuals using the internet,71.4,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LTU,440
759,440,Lithuania,2019,Percentage of individuals using the internet,81.6,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LTU,440
760,440,Lithuania,2020,Percentage of individuals using the internet,83.1,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LTU,440
761,440,Lithuania,2021,Percentage of individuals using the internet,86.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LTU,440
762,442,Luxembourg,2000,Percentage of individuals using the internet,22.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LUX,442
763,442,Luxembourg,2005,Percentage of individuals using the internet,70.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LUX,442
764,442,Luxembourg,2010,Percentage of individuals using the internet,90.6,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LUX,442
765,442,Luxembourg,2015,Percentage of individuals using the internet,96.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LUX,442
766,442,Luxembourg,2019,Percentage of individuals using the internet,97.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LUX,442
767,442,Luxembourg,2020,Percentage of individuals using the internet,98.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LUX,442
768,442,Luxembourg,2021,Percentage of individuals using the internet,98.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LUX,442
769,450,Madagascar,2000,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDG,450
770,450,Madagascar,2005,Percentage of individuals using the internet,0.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDG,450
771,450,Madagascar,2010,Percentage of individuals using the internet,1.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDG,450
772,450,Madagascar,2015,Percentage of individuals using the internet,4.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDG,450
773,450,Madagascar,2019,Percentage of individuals using the internet,11.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDG,450
774,450,Madagascar,2020,Percentage of individuals using the internet,13.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDG,450
775,450,Madagascar,2021,Percentage of individuals using the internet,19.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDG,450
776,454,Malawi,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MWI,454
777,454,Malawi,2005,Percentage of individuals using the internet,0.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MWI,454
778,454,Malawi,2010,Percentage of individuals using the internet,2.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MWI,454
779,454,Malawi,2015,Percentage of individuals using the internet,6.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MWI,454
780,454,Malawi,2019,Percentage of individuals using the internet,13.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MWI,454
781,454,Malawi,2020,Percentage of individuals using the internet,18.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MWI,454
782,454,Malawi,2021,Percentage of individuals using the internet,24.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MWI,454
783,458,Malaysia,2000,Percentage of individuals using the internet,21.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MYS,458
784,458,Malaysia,2005,Percentage of individuals using the internet,48.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MYS,458
785,458,Malaysia,2010,Percentage of individuals using the internet,56.3,Refers to total population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MYS,458
786,458,Malaysia,2015,Percentage of individuals using the internet,71.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MYS,458
787,458,Malaysia,2019,Percentage of individuals using the internet,84.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MYS,458
788,458,Malaysia,2020,Percentage of individuals using the internet,89.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MYS,458
789,458,Malaysia,2021,Percentage of individuals using the internet,96.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MYS,458
790,462,Maldives,2000,Percentage of individuals using the internet,2.2,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excluding mobile Internet users.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDV,462
791,462,Maldives,2005,Percentage of individuals using the internet,6.9,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excluding mobile Internet users.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDV,462
792,462,Maldives,2010,Percentage of individuals using the internet,26.5,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDV,462
793,462,Maldives,2015,Percentage of individuals using the internet,54.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDV,462
794,462,Maldives,2019,Percentage of individuals using the internet,77.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDV,462
795,462,Maldives,2020,Percentage of individuals using the internet,77.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDV,462
796,462,Maldives,2021,Percentage of individuals using the internet,85.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MDV,462
797,466,Mali,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLI,466
798,466,Mali,2005,Percentage of individuals using the internet,0.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLI,466
799,466,Mali,2010,Percentage of individuals using the internet,2.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLI,466
800,466,Mali,2015,Percentage of individuals using the internet,10.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLI,466
801,466,Mali,2019,Percentage of individuals using the internet,22.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLI,466
802,466,Mali,2020,Percentage of individuals using the internet,27.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLI,466
803,466,Mali,2021,Percentage of individuals using the internet,34.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLI,466
804,470,Malta,2000,Percentage of individuals using the internet,13.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLT,470
805,470,Malta,2005,Percentage of individuals using the internet,41.2,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLT,470
806,470,Malta,2010,Percentage of individuals using the internet,63.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLT,470
807,470,Malta,2015,Percentage of individuals using the internet,76.0,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLT,470
808,470,Malta,2019,Percentage of individuals using the internet,85.8,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLT,470
809,470,Malta,2020,Percentage of individuals using the internet,86.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLT,470
810,470,Malta,2021,Percentage of individuals using the internet,87.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MLT,470
811,584,Marshall Islands,2000,Percentage of individuals using the internet,1.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MHL,584
812,584,Marshall Islands,2005,Percentage of individuals using the internet,3.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MHL,584
813,584,Marshall Islands,2010,Percentage of individuals using the internet,7.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MHL,584
814,584,Marshall Islands,2015,Percentage of individuals using the internet,19.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MHL,584
815,474,Martinique,2000,Percentage of individuals using the internet,7.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MTQ,474
816,474,Martinique,2005,Percentage of individuals using the internet,32.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MTQ,474
817,478,Mauritania,2000,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MRT,478
818,478,Mauritania,2005,Percentage of individuals using the internet,0.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MRT,478
819,478,Mauritania,2010,Percentage of individuals using the internet,4.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MRT,478
820,478,Mauritania,2015,Percentage of individuals using the internet,17.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MRT,478
821,478,Mauritania,2019,Percentage of individuals using the internet,42.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MRT,478
822,478,Mauritania,2020,Percentage of individuals using the internet,53.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MRT,478
823,478,Mauritania,2021,Percentage of individuals using the internet,58.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MRT,478
824,480,Mauritius,2000,Percentage of individuals using the internet,7.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MUS,480
825,480,Mauritius,2005,Percentage of individuals using the internet,15.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MUS,480
826,480,Mauritius,2010,Percentage of individuals using the internet,28.3,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MUS,480
827,480,Mauritius,2015,Percentage of individuals using the internet,50.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MUS,480
828,480,Mauritius,2019,Percentage of individuals using the internet,61.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MUS,480
829,480,Mauritius,2020,Percentage of individuals using the internet,64.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MUS,480
830,480,Mauritius,2021,Percentage of individuals using the internet,67.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MUS,480
831,175,Mayotte,2000,Percentage of individuals using the internet,1.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MYT,175
832,484,Mexico,2000,Percentage of individuals using the internet,5.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MEX,484
833,484,Mexico,2005,Percentage of individuals using the internet,17.2,Estimate.;Estimate to December based on ENDUTIH survey. Refers to total population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MEX,484
834,484,Mexico,2010,Percentage of individuals using the internet,31.1,Estimate to December based on ENDUTIH survey. Refers to total population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MEX,484
835,484,Mexico,2015,Percentage of individuals using the internet,57.4,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MEX,484
836,484,Mexico,2019,Percentage of individuals using the internet,69.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MEX,484
837,484,Mexico,2020,Percentage of individuals using the internet,71.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MEX,484
838,484,Mexico,2021,Percentage of individuals using the internet,75.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MEX,484
839,492,Monaco,2000,Percentage of individuals using the internet,42.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MCO,492
840,492,Monaco,2005,Percentage of individuals using the internet,55.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MCO,492
841,492,Monaco,2010,Percentage of individuals using the internet,75.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MCO,492
842,492,Monaco,2015,Percentage of individuals using the internet,93.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MCO,492
843,492,Monaco,2019,Percentage of individuals using the internet,83.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MCO,492
844,492,Monaco,2020,Percentage of individuals using the internet,84.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MCO,492
845,492,Monaco,2021,Percentage of individuals using the internet,86.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MCO,492
846,496,Mongolia,2000,Percentage of individuals using the internet,1.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNG,496
847,496,Mongolia,2010,Percentage of individuals using the internet,10.2,Refers to total population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNG,496
848,496,Mongolia,2015,Percentage of individuals using the internet,22.5,All population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNG,496
849,496,Mongolia,2019,Percentage of individuals using the internet,51.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNG,496
850,496,Mongolia,2020,Percentage of individuals using the internet,65.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNG,496
851,496,Mongolia,2021,Percentage of individuals using the internet,84.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNG,496
852,499,Montenegro,2005,Percentage of individuals using the internet,27.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNE,499
853,499,Montenegro,2010,Percentage of individuals using the internet,37.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNE,499
854,499,Montenegro,2015,Percentage of individuals using the internet,68.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNE,499
855,499,Montenegro,2019,Percentage of individuals using the internet,73.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNE,499
856,499,Montenegro,2020,Percentage of individuals using the internet,77.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNE,499
857,499,Montenegro,2021,Percentage of individuals using the internet,82.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MNE,499
858,500,Montserrat,2010,Percentage of individuals using the internet,35.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MSR,500
859,504,Morocco,2000,Percentage of individuals using the internet,0.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAR,504
860,504,Morocco,2005,Percentage of individuals using the internet,15.1,Population aged 12 to 65 years.;Using Internet at least once during the last month.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAR,504
861,504,Morocco,2010,Percentage of individuals using the internet,52.0,Population aged 6 to 74 years.;Living in electrified areas.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAR,504
862,504,Morocco,2015,Percentage of individuals using the internet,57.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAR,504
863,504,Morocco,2019,Percentage of individuals using the internet,84.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAR,504
864,504,Morocco,2020,Percentage of individuals using the internet,84.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAR,504
865,504,Morocco,2021,Percentage of individuals using the internet,88.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAR,504
866,508,Mozambique,2000,Percentage of individuals using the internet,0.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MOZ,508
867,508,Mozambique,2005,Percentage of individuals using the internet,0.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MOZ,508
868,508,Mozambique,2010,Percentage of individuals using the internet,4.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MOZ,508
869,508,Mozambique,2015,Percentage of individuals using the internet,6.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MOZ,508
870,508,Mozambique,2019,Percentage of individuals using the internet,14.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MOZ,508
871,508,Mozambique,2020,Percentage of individuals using the internet,16.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MOZ,508
